iso_ref	gene_ref	isoform_id	gene_id	gene_name	condition_1	condition_2	IF1	IF2	dIF	isoform_switch_q_value	Rank
isoComp_00029093	geneComp_00013732	ENST00000334461.7	C17orf58	C17orf58	control	treated	0.276	0.154	-0.122	0.021328325099197	606
isoComp_00019342	geneComp_00011530	ENST00000599849.1	ALKBH7	ALKBH7	control	treated	0.897	0.788	-0.109	0.0214601179848331	607
isoComp_00083989	geneComp_00024624	ENST00000635755.1	MIER2	MIER2	control	treated	0.743	0.641	-0.102	0.0217527375562078	608
isoComp_00017137	geneComp_00010182	ENST00000644310.1	AL355499.1	AL355499.1	control	treated	0.712	0.033	-0.679	0.022026583745559	609
isoComp_00024160	geneComp_00012795	ENST00000450050.6	ASB6	ASB6	control	treated	0.019	0.129	0.111	0.0220701999502763	610
isoComp_00150654	geneComp_00038774	ENST00000344085.9	ZNF880	ZNF880	control	treated	0	0.168	0.168	0.0223477057115545	611
isoComp_00043802	geneComp_00016374	ENST00000398344.8	DDT	DDT	control	treated	0	0.106	0.106	0.0224485678698899	612
isoComp_00101582	geneComp_00028402	ENST00000625874.2	PLCB1	PLCB1	control	treated	0.059	0.194	0.135	0.0225538140042494	613
isoComp_00079330	geneComp_00023933	ENST00000404525.5	LTBP1	LTBP1	control	treated	0.314	0.512	0.198	0.0227358553237565	614
isoComp_00060727	geneComp_00019517	ENST00000445327.6	GRB7	GRB7	control	treated	0.121	0.019	-0.102	0.0228629237161368	615
isoComp_00149893	geneComp_00038608	ENST00000564456.1	ZNF668	ZNF668	control	treated	0	0.13	0.13	0.0228897590310044	616
isoComp_00081709	geneComp_00024319	ENST00000555147.2	MC1R	MC1R	control	treated	0	0.144	0.144	0.0229640848391875	617
isoComp_00091529	geneComp_00026374	ENST00000470735.1	NEXN	NEXN	control	treated	0.019	0.227	0.208	0.0230608056910393	618
isoComp_00121381	geneComp_00033363	ENST00000465060.1	SLC15A2	SLC15A2	control	treated	0.147	0	-0.147	0.0235491075628748	619
isoComp_00055218	geneComp_00018386	ENST00000408995.5	FHL2	FHL2	control	treated	0.462	0.263	-0.199	0.0236169340219282	620
isoComp_00001606	geneComp_00000659	ENST00000613926.1	AC005520.5	AC005520.5	control	treated	0	0.527	0.527	0.0237041188403893	621
isoComp_00077524	geneComp_00023473	ENST00000650887.2	LINC02616	LINC02616	control	treated	0.242	0.059	-0.183	0.0238374473277514	622
isoComp_00144321	geneComp_00037565	ENST00000482605.1	WDR54	WDR54	control	treated	0	0.105	0.105	0.0238426640048781	623
isoComp_00043641	geneComp_00016354	ENST00000416410.6	DDAH2	DDAH2	control	treated	0.265	0.379	0.114	0.0241934620005819	624
isoComp_00135140	geneComp_00035899	ENST00000650809.1	TMEM217	TMEM217	control	treated	0	0.153	0.153	0.0243830299560378	625
isoComp_00012808	geneComp_00008017	ENST00000424066.2	ADAM3A	ADAM3A	control	treated	0.368	0	-0.368	0.0245978008213446	626
isoComp_00090121	geneComp_00026168	ENST00000438106.5	NCF1	NCF1	control	treated	0.92	0.671	-0.249	0.0245978008213446	627
isoComp_00043912	geneComp_00016394	ENST00000563392.5	DDX19B	DDX19B	control	treated	0.291	0.01	-0.281	0.0246971073802653	628
isoComp_00021194	geneComp_00012051	ENST00000532597.6	AP001267.3	AP001267.3	control	treated	1	0.342	-0.658	0.0248875032579735	629
isoComp_00012809	geneComp_00008017	ENST00000484602.5	ADAM3A	ADAM3A	control	treated	0.578	0.958	0.38	0.0250632099199833	630
isoComp_00052952	geneComp_00017893	ENST00000540522.6	FAM157B	FAM157B	control	treated	0.222	0.479	0.257	0.0253539480448142	631
isoComp_00141700	geneComp_00037112	ENST00000586527.1	UNK	UNK	control	treated	0.509	0.63	0.121	0.0254215766757993	632
isoComp_00011090	geneComp_00007427	ENST00000573737.1	AC139099.1	AC139099.1	control	treated	0.612	0.373	-0.24	0.0256049128146076	633
isoComp_00104180	geneComp_00028838	ENST00000396735.6	PPM1N	PPM1N	control	treated	0.574	0.717	0.143	0.0257326067641411	634
isoComp_00027563	geneComp_00013347	ENST00000441611.5	BLOC1S2	BLOC1S2	control	treated	0.311	0.441	0.129	0.0261656599246938	635
isoComp_00118308	geneComp_00032818	ENST00000367771.11	SCYL3	SCYL3	control	treated	0.403	0.235	-0.168	0.0261656599246938	636
isoComp_00117402	geneComp_00032648	ENST00000614631.4	SAP25	SAP25	control	treated	0.244	0.675	0.431	0.0262704532920463	637
isoComp_00072351	geneComp_00021940	ENST00000395461.7	LAT	LAT	control	treated	0.028	0.261	0.233	0.0264277781661302	638
isoComp_00105805	geneComp_00029109	ENST00000673765.1	PROX2	PROX2	control	treated	0.088	1	0.912	0.0268424227408186	639
isoComp_00105582	geneComp_00029065	ENST00000397912.3	PRKRIP1	PRKRIP1	control	treated	0.259	0.36	0.101	0.0276871068228765	640
isoComp_00132534	geneComp_00035416	ENST00000567351.5	TEN1-CDK3	TEN1-CDK3	control	treated	1	0.725	-0.275	0.0281556867790544	641
isoComp_00098117	geneComp_00027825	ENST00000490296.1	PCGF6	PCGF6	control	treated	0.355	0.221	-0.134	0.0281617072364665	642
isoComp_00128203	geneComp_00034730	ENST00000621530.1	ST6GALNAC3	ST6GALNAC3	control	treated	0.463	0.031	-0.432	0.0282896407514936	643
isoComp_00142294	geneComp_00037211	ENST00000530535.5	USP35	USP35	control	treated	0.012	0.114	0.102	0.0284806533664175	644
isoComp_00079030	geneComp_00023878	ENST00000593511.1	LRRC8E	LRRC8E	control	treated	0.017	0.183	0.165	0.0284916519215573	645
isoComp_00038964	geneComp_00015506	ENST00000453441.1	COL28A1	COL28A1	control	treated	0.369	0	-0.369	0.0285884252895411	646
isoComp_00102370	geneComp_00028527	ENST00000549430.5	PMEL	PMEL	control	treated	0.137	0	-0.137	0.0287655464619858	647
isoComp_00121706	geneComp_00033438	ENST00000478474.5	SLC25A14	SLC25A14	control	treated	0.154	0.014	-0.14	0.0287655464619858	648
isoComp_00020473	geneComp_00011732	ENST00000265224.9	ANKRD7	ANKRD7	control	treated	0	0.546	0.546	0.0288410892815447	649
isoComp_00083638	geneComp_00024581	ENST00000467391.1	MGME1	MGME1	control	treated	0.253	0.15	-0.103	0.0290856002877198	650
isoComp_00005647	geneComp_00003536	ENST00000656365.1	AC026254.2	AC026254.2	control	treated	0.81	0.701	-0.109	0.0292436596394856	651
isoComp_00084661	geneComp_00024984	ENST00000671206.1	MIR548XHG	MIR548XHG	control	treated	0.494	0.361	-0.133	0.0293851959623591	652
isoComp_00057935	geneComp_00018954	ENST00000463838.5	GBAP1	GBAP1	control	treated	0.005	0.199	0.194	0.0294090359839459	653
isoComp_00148700	geneComp_00038397	ENST00000255616.8	ZNF414	ZNF414	control	treated	0.087	0.195	0.108	0.0294270716845664	654
isoComp_00076164	geneComp_00022912	ENST00000437920.1	LINC01754	LINC01754	control	treated	1	0	-1	0.0294294859176969	655
isoComp_00033635	geneComp_00014563	ENST00000577287.5	CD226	CD226	control	treated	0	0.104	0.104	0.0295712817372089	656
isoComp_00132686	geneComp_00035445	ENST00000531122.5	TESPA1	TESPA1	control	treated	0.344	0.198	-0.146	0.0296227278696174	657
isoComp_00121749	geneComp_00033447	ENST00000580994.5	SLC25A19	SLC25A19	control	treated	0.297	0.188	-0.109	0.0296250560066026	658
isoComp_00011196	geneComp_00007497	ENST00000399702.5	AC141586.1	AC141586.1	control	treated	0.727	0.883	0.157	0.0298996580380389	659
isoComp_00099553	geneComp_00028080	ENST00000584620.5	PGAP3	PGAP3	control	treated	0	0.197	0.197	0.0300353317384693	660
isoComp_00014500	geneComp_00008386	ENST00000530281.5	AKIP1	AKIP1	control	treated	0.305	0.175	-0.13	0.0301269937858203	661
isoComp_00146919	geneComp_00038082	ENST00000471448.2	ZFAND2A	ZFAND2A	control	treated	0.316	0.161	-0.155	0.0303827608270631	662
isoComp_00137579	geneComp_00036340	ENST00000555269.5	TRAPPC6B	TRAPPC6B	control	treated	0.127	0.245	0.118	0.0303882388975228	663
isoComp_00071140	geneComp_00021663	ENST00000536676.5	KLHL32	KLHL32	control	treated	0.308	0	-0.308	0.0305845160983875	664
isoComp_00094928	geneComp_00026968	ENST00000372106.6	NXT2	NXT2	control	treated	0.653	0.764	0.111	0.0307513583975246	665
isoComp_00009195	geneComp_00006027	ENST00000520515.5	AC104109.4	AC104109.4	control	treated	1	0.773	-0.227	0.030783216398192	666
isoComp_00103080	geneComp_00028630	ENST00000395831.7	POLM	POLM	control	treated	0.151	0.014	-0.137	0.0307961709910476	667
isoComp_00142836	geneComp_00037300	ENST00000395860.7	VCPKMT	VCPKMT	control	treated	0	0.12	0.12	0.030807878368284	668
isoComp_00054334	geneComp_00018209	ENST00000543968.5	FBXO10	FBXO10	control	treated	0.192	0.089	-0.103	0.030898274715542	669
isoComp_00062494	geneComp_00019929	ENST00000576921.1	HCFC1R1	HCFC1R1	control	treated	0.194	0.07	-0.124	0.0311007216143258	670
isoComp_00119485	geneComp_00033008	ENST00000536384.2	SERINC2	SERINC2	control	treated	0.984	0.077	-0.907	0.0311007216143258	671
isoComp_00080837	geneComp_00024195	ENST00000454590.5	MAP7	MAP7	control	treated	0.399	0.252	-0.147	0.0311595291802367	672
isoComp_00149489	geneComp_00038540	ENST00000587778.5	ZNF582	ZNF582	control	treated	0	0.123	0.123	0.0311595291802367	673
isoComp_00109878	geneComp_00029783	ENST00000293062.13	RASGRP4	RASGRP4	control	treated	0.144	0	-0.144	0.0315978229534948	674
isoComp_00001253	geneComp_00000394	ENST00000545629.5	AC004803.1	AC004803.1	control	treated	0	0.1	0.1	0.0317851795915528	675
isoComp_00101616	geneComp_00028406	ENST00000441846.5	PLCB4	PLCB4	control	treated	0	0.189	0.189	0.0319502967078594	676
isoComp_00004635	geneComp_00002801	ENST00000597710.1	AC018755.3	AC018755.3	control	treated	0	0.698	0.698	0.0321598004463896	677
isoComp_00008269	geneComp_00005381	ENST00000510244.1	AC092903.2	AC092903.2	control	treated	0.326	0.837	0.511	0.0322931751544142	678
isoComp_00097079	geneComp_00027639	ENST00000530555.1	PAOX	PAOX	control	treated	0.359	0.043	-0.316	0.0323306654007378	679
isoComp_00101565	geneComp_00028399	ENST00000540572.1	PLBD1	PLBD1	control	treated	0.142	0.275	0.133	0.0323327912419212	680
isoComp_00002772	geneComp_00001462	ENST00000601148.5	AC008750.2	AC008750.2	control	treated	0	0.329	0.329	0.0326428848158804	681
isoComp_00028759	geneComp_00013654	ENST00000425266.2	C10orf88B	C10orf88B	control	treated	0.564	0.692	0.127	0.0326801983568229	682
isoComp_00149348	geneComp_00038517	ENST00000585797.5	ZNF561-AS1	ZNF561-AS1	control	treated	0.05	0.318	0.268	0.0329589929242078	683
isoComp_00034768	geneComp_00014758	ENST00000480353.5	CDK9	CDK9	control	treated	0.294	0.164	-0.13	0.0330660883486271	684
isoComp_00076500	geneComp_00023071	ENST00000579836.1	LINC02002	LINC02002	control	treated	0.03	0.304	0.274	0.0330660883486271	685
isoComp_00066464	geneComp_00020839	ENST00000491903.1	IGSF11	IGSF11	control	treated	0	0.104	0.104	0.0330929179407555	686
isoComp_00057890	geneComp_00018948	ENST00000620015.4	GATD3B	GATD3B	control	treated	0.56	0.438	-0.122	0.033751288952075	687
isoComp_00097679	geneComp_00027731	ENST00000558276.7	PBX4	PBX4	control	treated	0	0.187	0.187	0.0341364233410185	688
isoComp_00136117	geneComp_00036098	ENST00000263932.7	TNFRSF8	TNFRSF8	control	treated	0.602	0.76	0.158	0.0341545633149395	689
isoComp_00014015	geneComp_00008292	ENST00000538402.1	AGPAT2	AGPAT2	control	treated	0.374	0.501	0.126	0.0343633144376249	690
isoComp_00028348	geneComp_00013530	ENST00000370378.5	BTBD8	BTBD8	control	treated	0	0.257	0.257	0.0343719522795716	691
isoComp_00045283	geneComp_00016578	ENST00000400324.9	DIAPH3	DIAPH3	control	treated	0.333	0.438	0.106	0.0345812346606637	692
isoComp_00060376	geneComp_00019442	ENST00000540510.1	GPR19	GPR19	control	treated	0.186	0	-0.186	0.0347668565544664	693
isoComp_00040194	geneComp_00015706	ENST00000436595.1	CR1	CR1	control	treated	0.16	0.013	-0.148	0.0350355609128727	694
isoComp_00048940	geneComp_00017239	ENST00000540840.1	EGF	EGF	control	treated	0.103	0	-0.103	0.0350355609128727	695
isoComp_00104847	geneComp_00028936	ENST00000436118.2	PPT2	PPT2	control	treated	0.037	0.142	0.106	0.0350764314459598	696
isoComp_00121194	geneComp_00033330	ENST00000368055.1	SLAMF6	SLAMF6	control	treated	0.117	0	-0.117	0.0353018022583849	697
isoComp_00054270	geneComp_00018198	ENST00000427128.5	FBXL19	FBXL19	control	treated	0.327	0.145	-0.181	0.0358205740868685	698
isoComp_00055520	geneComp_00018427	ENST00000494223.1	FLACC1	FLACC1	control	treated	0	0.337	0.337	0.0362482306265726	699
isoComp_00081784	geneComp_00024335	ENST00000475664.1	MCF2L2	MCF2L2	control	treated	0.237	0.135	-0.103	0.0363828423396697	700
isoComp_00029272	geneComp_00013771	ENST00000359326.9	C1orf112	C1orf112	control	treated	0.11	0.224	0.114	0.0369621263717541	701
isoComp_00027211	geneComp_00013274	ENST00000501176.7	BDNF-AS	BDNF-AS	control	treated	0	0.163	0.163	0.0371262817375178	702
isoComp_00047704	geneComp_00016987	ENST00000607009.1	DUSP13	DUSP13	control	treated	0.186	0.068	-0.118	0.0371718775369822	703
isoComp_00118852	geneComp_00032911	ENST00000443708.5	SELENBP1	SELENBP1	control	treated	0.139	0	-0.139	0.0372163326007784	704
isoComp_00076380	geneComp_00023008	ENST00000585684.5	LINC01905	LINC01905	control	treated	0.267	0	-0.267	0.0378411615166517	705
isoComp_00063596	geneComp_00020104	ENST00000427953.5	HIPK1-AS1	HIPK1-AS1	control	treated	0.303	0.012	-0.291	0.0382565973666029	706
isoComp_00147234	geneComp_00038136	ENST00000347230.9	ZFYVE26	ZFYVE26	control	treated	0	0.138	0.138	0.0383217196816246	707
isoComp_00095379	geneComp_00027053	ENST00000534388.2	OOSP4B	OOSP4B	control	treated	0	0.258	0.258	0.0383447813313774	708
isoComp_00007129	geneComp_00004570	ENST00000541419.1	AC079949.1	AC079949.1	control	treated	0.114	0.232	0.117	0.03910195747304	709
isoComp_00120445	geneComp_00033188	ENST00000403712.6	SH3YL1	SH3YL1	control	treated	0.194	0.087	-0.106	0.0391638228407124	710
isoComp_00048156	geneComp_00017080	ENST00000518234.5	E2F5	E2F5	control	treated	0.144	0.007	-0.137	0.0393854431032341	711
isoComp_00036116	geneComp_00015009	ENST00000341223.8	CFL2	CFL2	control	treated	0.151	0.3	0.149	0.0394369739649447	712
isoComp_00048274	geneComp_00017103	ENST00000242827.11	EBPL	EBPL	control	treated	0.411	0.512	0.101	0.0395799256093344	713
isoComp_00148020	geneComp_00038269	ENST00000573015.5	ZNF232	ZNF232	control	treated	0.567	0.381	-0.186	0.0398968002591844	714
isoComp_00098883	geneComp_00027957	ENST00000517764.1	PDP1	PDP1	control	treated	0.132	0	-0.132	0.0400457359454337	715
isoComp_00066251	geneComp_00020743	ENST00000496717.1	IGF2BP2-AS1	IGF2BP2-AS1	control	treated	0.238	0.004	-0.235	0.0401148654917368	716
isoComp_00096712	geneComp_00027572	ENST00000506457.1	PACRGL	PACRGL	control	treated	0.284	0.152	-0.132	0.0408689387163252	717
isoComp_00111257	geneComp_00030027	ENST00000580928.1	RFNG	RFNG	control	treated	0.38	0.274	-0.106	0.041024775957554	718
isoComp_00005110	geneComp_00003167	ENST00000609392.1	AC022540.1	AC022540.1	control	treated	0	0.484	0.484	0.0411327171004047	719
isoComp_00108540	geneComp_00029568	ENST00000210187.11	RAB26	RAB26	control	treated	0.513	0.221	-0.292	0.0412286802741667	720
isoComp_00074463	geneComp_00022440	ENST00000536560.1	LINC00937	LINC00937	control	treated	0.304	0	-0.304	0.0414330095154236	721
isoComp_00138245	geneComp_00036503	ENST00000592814.5	TRMT1	TRMT1	control	treated	0.372	0.235	-0.137	0.042199453042184	722
isoComp_00032642	geneComp_00014391	ENST00000395694.7	CCDC51	CCDC51	control	treated	0.2	0.328	0.128	0.0423489750184287	723
isoComp_00063422	geneComp_00020061	ENST00000472590.6	HHEX	HHEX	control	treated	0.562	0.452	-0.11	0.0424327873581464	724
isoComp_00005954	geneComp_00003785	ENST00000609699.5	AC034238.1	AC034238.1	control	treated	0.826	0.009	-0.817	0.0424886169298543	725
isoComp_00008228	geneComp_00005351	ENST00000472448.1	AC092807.3	AC092807.3	control	treated	0.013	0.529	0.516	0.0427936925721214	726
isoComp_00014799	geneComp_00008504	ENST00000667569.1	AL021937.3	AL021937.3	control	treated	0.428	0.849	0.421	0.0428710873485002	727
isoComp_00135328	geneComp_00035931	ENST00000463209.1	TMEM254	TMEM254	control	treated	0.25	0.069	-0.181	0.0429843338983045	728
isoComp_00079987	geneComp_00024036	ENST00000543925.5	MADD-AS1	MADD-AS1	control	treated	0.425	0	-0.425	0.0434405685166088	729
isoComp_00087107	geneComp_00025537	ENST00000472663.1	MSRB2	MSRB2	control	treated	0.453	0.62	0.168	0.0438311985566325	730
isoComp_00042915	geneComp_00016242	ENST00000539901.5	DAG1	DAG1	control	treated	0	0.331	0.331	0.0442039596719038	731
isoComp_00110252	geneComp_00029854	ENST00000456602.5	RBM26-AS1	RBM26-AS1	control	treated	0	0.156	0.156	0.0443312081237434	732
isoComp_00045676	geneComp_00016639	ENST00000485480.5	DLGAP1	DLGAP1	control	treated	0.059	0.523	0.464	0.0443902851206076	733
isoComp_00036004	geneComp_00014984	ENST00000378590.4	CFAP74	CFAP74	control	treated	0.88	0.739	-0.141	0.0449222448101779	734
isoComp_00117441	geneComp_00032652	ENST00000523029.5	SAP30L	SAP30L	control	treated	0.25	0.112	-0.138	0.0449583952190126	735
isoComp_00149199	geneComp_00038494	ENST00000332323.10	ZNF534	ZNF534	control	treated	0	0.414	0.414	0.0449583952190126	736
isoComp_00001187	geneComp_00000350	ENST00000448056.1	AC004540.1	AC004540.1	control	treated	0	0.111	0.111	0.0449904579767839	737
isoComp_00046000	geneComp_00016693	ENST00000297440.11	DNAAF5	DNAAF5	control	treated	0.529	0.408	-0.121	0.0451320224617919	738
isoComp_00031075	geneComp_00014151	ENST00000488141.5	CARD10	CARD10	control	treated	0.139	0	-0.139	0.045214019401451	739
isoComp_00012321	geneComp_00007916	ENST00000477640.1	ACSL6	ACSL6	control	treated	0	0.118	0.118	0.0455532355705978	740
isoComp_00028758	geneComp_00013654	ENST00000368895.2	C10orf88B	C10orf88B	control	treated	0.436	0.308	-0.127	0.0455532355705978	741
isoComp_00087504	geneComp_00025687	ENST00000492266.1	MTG1	MTG1	control	treated	0.485	0.34	-0.144	0.0455532355705978	742
isoComp_00013689	geneComp_00008231	ENST00000523336.2	AF279873.3	AF279873.3	control	treated	0.405	0.163	-0.242	0.0457449635547812	743
isoComp_00063651	geneComp_00020114	ENST00000497365.5	HJV	HJV	control	treated	0	0.262	0.262	0.0458015388278859	744
isoComp_00118336	geneComp_00032824	ENST00000521590.5	SDC2	SDC2	control	treated	0.322	0	-0.322	0.046314602784745	745
isoComp_00034919	geneComp_00014802	ENST00000483019.1	CDYL	CDYL	control	treated	0.225	0.364	0.138	0.0463798578529061	746
isoComp_00035698	geneComp_00014928	ENST00000429504.6	CERS1	CERS1	control	treated	0.692	0.206	-0.485	0.0463798578529061	747
isoComp_00096201	geneComp_00027461	ENST00000508882.1	OSMR	OSMR	control	treated	0.173	0.346	0.173	0.0475598872768887	748
isoComp_00049892	geneComp_00017384	ENST00000376983.8	ELK1	ELK1	control	treated	0.419	0.597	0.178	0.0476407995649319	749
isoComp_00131964	geneComp_00035325	ENST00000376257.8	TCF19	TCF19	control	treated	0.882	0.767	-0.116	0.0477001969361197	750
isoComp_00110601	geneComp_00029915	ENST00000412742.5	RCAN3	RCAN3	control	treated	0.534	0.05	-0.484	0.0477273105865678	751
isoComp_00143377	geneComp_00037414	ENST00000267202.7	VPS37B	VPS37B	control	treated	0.725	0.839	0.114	0.0481371040028251	752
isoComp_00087909	geneComp_00025800	ENST00000367233.10	MTRF1L	MTRF1L	control	treated	0.374	0.247	-0.127	0.0485073337143119	753
isoComp_00099517	geneComp_00028078	ENST00000482051.5	PGAP1	PGAP1	control	treated	0.307	0	-0.307	0.0485073337143119	754
isoComp_00096962	geneComp_00027618	ENST00000589012.5	PALM	PALM	control	treated	0.175	0.039	-0.136	0.0493381070096973	755
isoComp_00000473	geneComp_00000076	ENST00000510891.1	ABCC3	ABCC3	control	treated	0.379	0	-0.379	0.0495750670557543	756
isoComp_00019133	geneComp_00011495	ENST00000266483.7	ALG10	ALG10	control	treated	0.677	0.845	0.168	0.0496617134289826	757
